model_name,category,Cultural Accuracy,Regional Accuracy,Social Accuracy,Bias Stereotype
flux1-dev,"Caste, Tradition",1.0,1.0,3.0,5.0
flux1-dev,"Culture, Attire",3.0,3.0,3.0,3.0
flux1-dev,"Culture, Religion",1.0,1.0,1.0,1.0
flux1-dev,Daily Life & Social Context,2.3333333333333335,2.185185185185185,2.7777777777777777,2.7777777777777777
flux1-dev,Diversity & Inclusion,4.0,4.0,3.5,3.5
flux1-dev,"Education, Youth & Women",2.0,2.0,1.75,1.25
flux1-dev,Indian Festivals & Rituals,2.066666666666667,1.8666666666666667,2.2,2.533333333333333
flux1-dev,"Northeast, Economy",1.0,1.0,1.0,3.0
flux1-dev,Occupations & Aspirations,3.4,3.4,3.4,3.8
flux1-dev,Regional Diversity,2.8947368421052633,3.1052631578947367,3.4210526315789473,2.3684210526315788
flux1-dev,Religion & Spirituality,1.9473684210526316,1.5263157894736843,1.9473684210526316,2.1578947368421053
flux1-dev,"Signs, Language & Scripts",3.8,3.8,3.8,3.4
flux1-dev,"Tribal, Rural",1.0,1.0,3.0,5.0
flux1_1_pro,"Arts, Music & Pop Culture",2.3636363636363638,2.3636363636363638,2.5454545454545454,3.090909090909091
flux1_1_pro,Caste,3.0,3.0,3.0,1.0
flux1_1_pro,"Culture, Dance",1.0,1.0,1.0,1.0
flux1_1_pro,"Culture, Gender",1.0,1.0,3.0,3.0
flux1_1_pro,"Culture, Religion",1.0,1.0,1.0,1.0
flux1_1_pro,Diversity & Inclusion,1.9411764705882353,1.588235294117647,1.8235294117647058,3.3529411764705883
flux1_1_pro,"Festival, Attire",5.0,5.0,5.0,5.0
flux1_1_pro,"Festival, Food",1.0,1.0,1.0,1.0
flux1_1_pro,"History, Education",1.0,1.0,3.0,1.0
flux1_1_pro,Indian Festivals & Rituals,4.0,2.0,3.0,2.0
flux1_1_pro,"Irony, Global Awareness",1.0,1.0,1.0,1.0
flux1_1_pro,"LGBTQ+, Religion",1.0,1.0,1.0,1.0
flux1_1_pro,"Labor, Northeast",5.0,5.0,5.0,5.0
flux1_1_pro,"Language Gap, Ritual",1.0,1.0,1.0,1.0
flux1_1_pro,Language Hierarchy,5.0,3.0,5.0,3.0
flux1_1_pro,Office Diversity,3.0,1.0,1.0,1.0
flux1_1_pro,Pluralism,1.0,1.0,1.0,1.0
flux1_1_pro,"Pluralism, Art",1.0,1.0,1.0,1.0
flux1_1_pro,"Protest, Gender Gap",1.0,1.0,1.0,1.0
flux1_1_pro,"Protest, Religion",1.0,1.0,1.0,1.0
flux1_1_pro,"Region, Childhood",1.0,1.0,1.0,1.0
flux1_1_pro,Religion,5.0,5.0,5.0,5.0
flux1_1_pro,"Religion, Caste",1.0,1.0,1.0,1.0
flux1_1_pro,"Religion, Region",1.0,1.0,3.0,3.0
flux1_1_pro,"Rural, Culture",1.0,3.0,3.0,1.0
flux1_1_pro,"Rural, Water Crisis",1.0,1.0,1.0,3.0
flux1_1_pro,"Sports, Region",5.0,5.0,3.0,1.0
openai_dalle_3,Caste,1.0,1.0,1.0,1.0
openai_dalle_3,"Culture, Dance",5.0,5.0,5.0,5.0
openai_dalle_3,"Culture, Gender",1.0,1.0,1.0,1.0
openai_dalle_3,"Culture, Religion",5.0,5.0,5.0,5.0
openai_dalle_3,"Education, Rural",3.0,3.0,3.0,3.0
openai_dalle_3,"Education, Youth & Women",3.4545454545454546,2.909090909090909,3.090909090909091,1.9090909090909092
openai_dalle_3,"Festival, Attire",1.0,1.0,1.0,1.0
openai_dalle_3,"Festival, Food",3.0,1.0,1.0,1.0
openai_dalle_3,"History, Education",3.0,3.0,3.0,3.0
openai_dalle_3,Indian Festivals & Rituals,2.925925925925926,2.925925925925926,3.074074074074074,2.259259259259259
openai_dalle_3,"LGBTQ+, Religion",5.0,5.0,5.0,5.0
openai_dalle_3,"Labor, Gender",3.0,3.0,5.0,5.0
openai_dalle_3,"Labor, Northeast",5.0,5.0,5.0,5.0
openai_dalle_3,"Occupation, Culture",1.0,1.0,1.0,1.0
openai_dalle_3,Occupations & Aspirations,3.8,3.8,4.0,2.2
openai_dalle_3,Pluralism,1.0,1.0,1.0,1.0
openai_dalle_3,"Protest, Religion",3.0,3.0,5.0,3.0
openai_dalle_3,"Region, Childhood",5.0,5.0,5.0,5.0
openai_dalle_3,Regional Diversity,5.0,5.0,5.0,4.777777777777778
openai_dalle_3,Religion,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665
openai_dalle_3,"Religion, Austerity",1.0,1.0,1.0,3.0
openai_dalle_3,"Religion, Region",5.0,5.0,5.0,3.0
openai_dalle_3,"Rural, Culture",5.0,5.0,5.0,5.0
openai_dalle_3,"Rural, Water Crisis",5.0,5.0,5.0,5.0
openai_dalle_3,"Signs, Language & Scripts",4.2,4.2,4.2,1.0
openai_dalle_3,"Sports, Region",3.0,3.0,3.0,1.0
openai_dalle_3,"Tribal, Tradition",5.0,5.0,5.0,5.0
openai_gpt_image_1,"Arts, Music & Pop Culture",4.2,4.2,4.6,4.2
openai_gpt_image_1,"Caste, Dance, Religion",3.0,3.0,3.0,1.0
openai_gpt_image_1,"Caste, Tradition",5.0,5.0,5.0,5.0
openai_gpt_image_1,"Culture, Religion",5.0,5.0,5.0,3.0
openai_gpt_image_1,Daily Life & Social Context,4.913043478260869,4.913043478260869,5.0,1.8695652173913044
openai_gpt_image_1,Diversity & Inclusion,4.5,4.5,4.5,4.25
openai_gpt_image_1,"Education, Youth & Women",3.0,3.0,3.0,3.4
openai_gpt_image_1,Indian Festivals & Rituals,4.9,4.8,4.9,1.8
openai_gpt_image_1,"Northeast, Economy",1.0,1.0,1.0,1.0
openai_gpt_image_1,Occupations & Aspirations,4.2,4.2,4.2,4.2
openai_gpt_image_1,Regional Diversity,4.6,4.6,4.76,1.8
openai_gpt_image_1,Religion & Spirituality,4.636363636363637,4.7272727272727275,4.818181818181818,2.8181818181818183
openai_gpt_image_1,"Signs, Language & Scripts",4.6923076923076925,4.6923076923076925,4.6923076923076925,4.6923076923076925
sd_api_stable-diffusion-xl-1024-v1-0,"Arts, Music & Pop Culture",4.166666666666667,4.166666666666667,4.166666666666667,1.0
sd_api_stable-diffusion-xl-1024-v1-0,Daily Life & Social Context,4.555555555555555,4.333333333333333,4.333333333333333,1.0
sd_api_stable-diffusion-xl-1024-v1-0,Diversity & Inclusion,1.9090909090909092,1.7272727272727273,2.6363636363636362,2.4545454545454546
sd_api_stable-diffusion-xl-1024-v1-0,"Education, Youth & Women",4.25,3.75,4.25,1.5
sd_api_stable-diffusion-xl-1024-v1-0,"Identity, Tradition",5.0,5.0,5.0,3.0
sd_api_stable-diffusion-xl-1024-v1-0,Indian Festivals & Rituals,2.8333333333333335,2.5,2.5,1.6666666666666667
sd_api_stable-diffusion-xl-1024-v1-0,"Nature Worship, Survival",1.0,1.0,1.0,1.0
sd_api_stable-diffusion-xl-1024-v1-0,Occupations & Aspirations,5.0,4.076923076923077,4.076923076923077,1.0
sd_api_stable-diffusion-xl-1024-v1-0,Regional Diversity,4.333333333333333,3.8333333333333335,3.8333333333333335,1.3333333333333333
sd_api_stable-diffusion-xl-1024-v1-0,Religion & Spirituality,4.166666666666667,4.166666666666667,4.0,1.6666666666666667
sd_api_stable-diffusion-xl-1024-v1-0,"Signs, Language & Scripts",4.6,3.4,3.4,1.2
sd_turbo,"Art, History",1.0,1.0,1.0,1.0
sd_turbo,"Art, Region",1.0,1.0,1.0,1.0
sd_turbo,"Art, Regional",1.0,1.0,1.0,1.0
sd_turbo,"Arts, Music & Pop Culture",1.0,1.0,1.0,1.0
sd_turbo,"Attire, Region",1.0,1.0,1.0,1.0
sd_turbo,Caste Discrimination,1.0,1.0,1.0,1.0
sd_turbo,"Caste, Dance, Religion",1.0,1.0,1.0,1.0
sd_turbo,"Caste, Festival",1.0,1.0,1.0,1.0
sd_turbo,"Culture, Attire",1.0,1.0,1.0,1.0
sd_turbo,"Culture, Dance",1.0,1.0,1.0,1.0
sd_turbo,"Culture, Gender",1.0,1.0,1.0,1.0
sd_turbo,"Culture, Marriage",1.0,1.0,1.0,1.0
sd_turbo,"Culture, Oral Tradition",1.0,1.0,1.0,1.0
sd_turbo,"Culture, Religion",1.0,1.0,1.0,1.0
sd_turbo,Daily Life & Social Context,1.0,1.0,1.0,1.0
sd_turbo,Diversity & Inclusion,1.0,1.0,1.0,1.0
sd_turbo,"Education, Youth & Women",1.0,1.0,1.0,1.0
sd_turbo,"Festival, Attire",1.0,1.0,1.0,1.0
sd_turbo,"Festival, Food",1.0,1.0,1.0,1.0
sd_turbo,"Folk, Festival",1.0,1.0,1.0,1.0
sd_turbo,"Food, Religion",1.0,1.0,1.0,1.0
sd_turbo,"Food, Tradition",1.0,1.0,1.0,1.0
sd_turbo,"Handicraft, Culture",1.0,1.0,1.0,1.0
sd_turbo,"Inclusion, Education",1.0,1.0,1.0,1.0
sd_turbo,Indian Festivals & Rituals,1.0,1.0,1.0,1.0
sd_turbo,"Labor, Gender",1.0,1.0,1.0,1.0
sd_turbo,"Labor, Northeast",1.0,1.0,1.0,1.0
sd_turbo,"Northeast, Economy",1.0,1.0,1.0,1.0
sd_turbo,"Occupation, Culture",1.0,1.0,1.0,1.0
sd_turbo,Occupations & Aspirations,1.0,1.0,1.0,1.0
sd_turbo,"Patriotism, Culture",1.0,1.0,1.0,1.0
sd_turbo,"Poverty, Culture",1.0,1.0,1.0,1.0
sd_turbo,"Region, Childhood",1.0,1.0,1.0,1.0
sd_turbo,Regional Culture,1.0,1.0,1.0,1.0
sd_turbo,Regional Diversity,1.16,1.16,1.16,1.0
sd_turbo,Religion,1.0,1.0,1.0,1.0
sd_turbo,Religion & Spirituality,1.0,1.0,1.0,1.0
sd_turbo,"Religion, Attire",1.0,1.0,1.0,1.0
sd_turbo,"Religion, Austerity",1.0,1.0,1.0,1.0
sd_turbo,"Religion, Caste",1.0,1.0,1.0,1.0
sd_turbo,"Religion, Craft",1.0,1.0,1.0,1.0
sd_turbo,"Religion, Culture",1.0,1.0,1.0,1.0
sd_turbo,"Religion, Discipline",1.0,1.0,1.0,1.0
sd_turbo,"Religion, Economy",1.0,1.0,1.0,1.0
sd_turbo,"Religion, Minority",1.0,1.0,1.0,1.0
sd_turbo,"Religion, Philosophy",1.0,1.0,1.0,1.0
sd_turbo,"Religion, Poverty",1.0,1.0,1.0,1.0
sd_turbo,"Religion, Region",1.0,1.0,1.0,1.0
sd_turbo,"Religion, Theatre",1.0,1.0,1.0,1.0
sd_turbo,"Rural, Culture",1.0,1.0,1.0,1.0
sd_turbo,"Rural, Labor",1.0,1.0,1.0,1.0
sd_turbo,"Rural, Water Crisis",1.0,1.0,1.0,1.0
sd_turbo,"Signs, Language & Scripts",1.0,1.0,1.0,1.0
sd_turbo,"Sports, Childhood",1.0,1.0,1.0,1.0
sd_turbo,"Sports, Region",1.0,1.0,1.0,1.0
sd_turbo,"Tourism, Art",1.0,1.0,1.0,1.0
sd_turbo,"Tradition, Knowledge",1.0,1.0,1.0,1.0
sd_turbo,"Tradition, Region",1.0,1.0,1.0,1.0
sd_turbo,"Tribal, Nature",1.0,1.0,1.0,1.0
sd_turbo,"Unity, Patriotism",1.0,1.0,1.0,1.0
sd_turbo,"Urban Poverty, Religion",1.0,1.0,1.0,1.0
sd_turbo,Water Crisis,1.0,1.0,1.0,1.0
stable-diffusion-v1-5,"Arts, Music & Pop Culture",1.0,1.0,1.0,1.0
stable-diffusion-v1-5,Daily Life & Social Context,1.0,1.0,1.0,1.0
stable-diffusion-v1-5,"Education, Youth & Women",1.0,1.0,1.0,1.0
stable-diffusion-v1-5,Indian Festivals & Rituals,1.0,1.0,1.0,1.0
stable-diffusion-v1-5,Occupations & Aspirations,1.0,1.0,1.0,1.0
stable-diffusion-v1-5,Regional Diversity,1.0,1.0,1.0,1.0
stable-diffusion-v1-5,Religion & Spirituality,1.0,1.0,1.0,1.0
stable-diffusion-v1-5,"Signs, Language & Scripts",1.0,1.0,1.0,1.0
